participant_id,mu_go,sigma_go,tau_go,mu_stop,sigma_stop,tau_stop,p_tf
64,743.42521988527,186.13605379335772,55.3022018643816,147.33870327195356,31.91364061600492,33.48705197490406,0.998987521544199
65,565.8738895862543,118.35835908765125,108.55157134938602,915.5321695350525,46.64889032601558,21.566153638978605,0.9597373926050043
66,71.75826454409912,191.76261763510186,199.46620232124488,825.9293099717952,45.67733365086234,69.71383204581558,0.26726928304321107
67,798.3658111703423,32.182142276795204,143.13383649354665,290.8041742127896,5.754256559837394,53.01483133843249,3.0652264574781514e-06
68,102.71743909788461,107.0685340655896,183.56758297868862,480.13938354916036,77.60342044758136,45.707686524553736,7.953745616771856e-08
69,253.6484069280949,165.99227008462705,11.07924160440606,849.1138912637979,93.72330766807336,96.58688361855152,0.005370147663158835
70,346.32415503045564,5.5435654304323805,77.76746666387638,317.22511119580076,49.757716290348355,67.82154661259229,1.502972706474496e-05
71,564.3041620712762,84.2081085487679,36.894496876974955,430.9668918378004,25.740195623455044,31.227828937948352,0.6672747220673618
72,217.46912560656375,105.90628457916051,115.14547689323635,708.5395021210155,70.79616517480075,62.443896517196265,6.409282544648048e-05
73,754.2756873232831,175.09091105668395,85.4431791470419,641.4228285914644,27.662099178750303,80.01104716896793,0.0006663247697430717
74,954.5970545363293,76.24673826671727,136.73790066789064,745.6895006950222,8.625569542760275,68.7668263663185,0.9340044585704645
75,607.9535819063117,147.11201443227122,184.57471259771324,192.21091493174342,29.59424219419983,40.84279368741924,0.43739410411289137
76,876.9533424794081,163.30121928374626,139.58788073112947,117.65455427867244,84.44391859773548,46.37961418533386,0.34550047791107086
77,695.7167339710679,4.188293139631639,167.1587401731101,862.1724518862861,90.99758080842554,72.11574899636778,0.9996741782069241
78,259.3705152722773,174.11323563639314,12.831166209012025,823.1434089818831,24.21380031620569,43.228427936285584,0.3701176577236062
79,307.68633784798953,185.06180433094931,183.72427778829785,792.7307930439412,28.26398562064378,64.14421071239592,0.9996573289496962
80,881.722257716892,73.00421189440345,120.88563854844581,417.3082912712421,38.31018788884632,69.21656692649248,0.9297342694276548
81,560.7711610826958,141.5038602652482,81.23652329205193,590.6783112857954,96.52654604645096,73.78536851661593,0.6844158975358101
82,313.8393337827091,31.31020801388175,44.82877258597004,696.2056227407419,20.084019154711363,56.489152053043725,0.9853844416452416
83,955.6364178280481,65.70266263977261,3.0789471459083053,843.4548836167664,74.65249334277972,89.10108717202513,0.36306534463035023
84,952.9719657471084,109.06329355549349,162.09022443704396,637.486375607265,72.27346517107219,41.659462599434896,0.155723600523624
85,107.34195306477444,95.51851912792996,74.99030083081277,91.68840034803054,63.09077581261168,23.1694568910518,0.919320440241985
86,170.60090941574367,71.90225574704377,152.3456931879426,865.5656077054686,43.751245667280145,33.575770355288206,0.8621078031640945
87,825.9580201803138,189.38175948094818,116.21817242009575,585.9216005301531,55.93924785516704,99.7696443942142,0.35989112490650665
88,667.4091184491531,141.30384169352533,136.66803429384103,461.56567313363814,18.794167503652712,43.007410703344625,0.2230880489620542
89,55.34945678421998,39.952448911900944,109.86155746221911,218.03036424642943,16.934621323282933,42.38878641717779,0.7658106122167078
90,930.443466468498,25.79258189664297,199.4846873843897,548.7588478735221,30.803927838362426,57.49697696306349,0.6168141313215372
91,339.0625944881628,69.1684979597978,68.34213686303764,456.3740533743998,86.12407403334792,31.14674738823482,0.384922594860505
92,131.51913140651254,22.211453897753163,2.381565314015603,855.617482921388,49.530631022752594,82.58336342756434,2.0156369581536864e-05
93,615.8456176975009,41.07781272672933,72.81287725401556,262.8759298318247,46.173989159903485,30.161165831529626,0.9981167277221906
94,758.9222336998139,118.53968606263392,46.57249898915949,852.4960298148837,78.75255354815887,72.75558306173315,0.6490317486449921
95,501.55524609768077,114.89239049487671,46.04538937857144,560.8131513934279,62.90875894614675,23.42815617364657,1.191644188141128e-08
96,812.4686321427455,52.301483653408965,126.64244806893635,24.71442524766851,32.490800393013984,50.79839965291505,0.6410037083395508
97,764.7497736181242,183.51643955870236,63.21834179008786,26.6960086215377,23.86045330265037,4.701284549145356,0.9968651382124273
98,357.1326938894873,106.38436304914784,153.11399712853193,671.0205409543354,87.50856289129487,69.55256160150799,0.7016125828252638
99,637.2346849119654,127.10292566453762,38.29433632425584,752.4613243897653,22.66782471875385,79.02086064429882,0.0030383795717399305
