trial_type,ssd,observed_rt,ss_rt,outcome,rt,participant_id
stop,-50.0,434.88584621530987,229.33477420420795,stop-respond,,2
go,,,,go,695.6382715863376,2
go,,,,go,460.56529126117033,2
go,,,,go,558.0703136272278,2
go,,,,go,385.65756987684006,2
stop,-100.0,713.1555237257239,388.1121380996457,stop-respond,,2
go,,,,go,506.1478784331375,2
go,,,,go,699.3834502608461,2
go,,,,go,629.1889094417952,2
go,,,,go,462.34801337941246,2
stop,-150.0,,431.26002616970936,successful inhibition,,2
go,,,,go,589.6697104712034,3
go,,,,go,487.9437574696914,3
go,,,,go,540.4548214801919,3
go,,,,go,487.45688305037936,3
stop,200.0,513.4046821963215,348.03917458373314,stop-respond,,3
go,,,,go,581.0139522668771,3
go,,,,go,624.986950388136,3
go,,,,go,405.0301488150444,3
go,,,,go,557.0345294809259,3
stop,150.0,,283.8188932583044,successful inhibition,,3
go,,,,go,583.9105264838787,3
go,,,,go,527.4189378927575,3
go,,,,go,485.97145599705584,3
go,,,,go,524.3022026357961,3
stop,200.0,,226.9700017173311,successful inhibition,,3
go,,,,go,543.7066420242649,3
go,,,,go,485.159517230337,3
go,,,,go,453.3764500615956,3
go,,,,go,600.656703113759,3
stop,250.0,,217.7727202016155,successful inhibition,,3
go,,,,go,443.43158563227894,3
go,,,,go,548.1805947433602,3
go,,,,go,583.1139817475309,3
go,,,,go,494.8540287328368,3
stop,300.0,495.63924324395725,317.3903959619681,stop-respond,,3
go,,,,go,538.1381661213546,3
go,,,,go,414.65376393588645,3
go,,,,go,518.9296910139233,3
go,,,,go,567.7728711771265,3
stop,250.0,500.94734325490833,328.0445067878505,stop-respond,,3
go,,,,go,512.0167059147627,3
go,,,,go,550.8168701891309,3
go,,,,go,471.2112929181368,3
go,,,,go,585.5410904548869,3
stop,200.0,598.6114808225311,420.42765171615366,stop-respond,,3
go,,,,go,492.1126345348454,3
go,,,,go,585.2607779217051,3
go,,,,go,559.8158739482534,3
go,,,,go,446.2136142509819,3
stop,150.0,,315.6676138549343,successful inhibition,,3
go,,,,go,559.0329007191795,3
go,,,,go,582.4378842491499,3
go,,,,go,565.4408791277486,3
go,,,,go,590.4378644934798,3
stop,200.0,,244.13513787814296,successful inhibition,,3
go,,,,go,434.7811508756909,3
go,,,,go,506.21485590509025,3
go,,,,go,523.9965892175605,3
go,,,,go,522.1155422903628,3
stop,250.0,475.2895640422751,339.58882126067056,stop-respond,,3
go,,,,go,455.4689899292641,4
go,,,,go,612.062499494366,4
go,,,,go,806.5450289055016,4
go,,,,go,597.4930761690946,4
stop,200.0,739.1006488434874,344.32682430076125,stop-respond,,4
go,,,,go,799.0473960410952,4
go,,,,go,501.14937788673785,4
go,,,,go,422.4488881977234,4
go,,,,go,509.36208642335566,4
stop,150.0,749.7289249527782,137.15228743713112,stop-respond,,4
go,,,,go,732.7504129806731,4
go,,,,go,656.5392913766292,4
go,,,,go,506.4484519298547,4
go,,,,go,685.5152046503706,4
stop,100.0,577.3258038517736,438.70855648774705,stop-respond,,4
go,,,,go,948.700402039853,4
go,,,,go,697.0746496846334,4
go,,,,go,372.9571836271217,4
go,,,,go,572.2402542205343,4
stop,50.0,632.4319455779375,287.4251579330335,stop-respond,,4
go,,,,go,1080.8895441090945,4
go,,,,go,461.90972877374327,4
go,,,,go,697.7680415152741,4
go,,,,go,585.7022738858344,4
stop,0.0,558.8337225157783,224.93070069530975,stop-respond,,4
go,,,,go,563.3433717199135,4
go,,,,go,1073.3797017843679,4
go,,,,go,613.2517895499996,4
go,,,,go,691.1155150470779,4
stop,-50.0,723.9466295877041,361.8809773858191,stop-respond,,4
go,,,,go,485.3119416252434,4
go,,,,go,480.9518960148337,4
go,,,,go,512.2191732181677,4
go,,,,go,785.7245826868236,4
stop,-100.0,1283.0051801990858,271.8211619792813,stop-respond,,4
go,,,,go,859.4426439993841,4
go,,,,go,822.9804933146363,4
go,,,,go,404.4511149600904,4
go,,,,go,593.8655834590124,4
stop,-150.0,739.0724559172043,340.15562603513666,stop-respond,,4
go,,,,go,784.1906674204057,4
go,,,,go,446.5243020544529,4
go,,,,go,823.3985245364568,4
go,,,,go,741.2796562082735,4
stop,-200.0,367.28124292220286,267.23427884041985,stop-respond,,4
go,,,,go,580.6369600489431,4
go,,,,go,822.8536780543598,4
go,,,,go,500.5622843651111,4
go,,,,go,528.2810605299403,4
stop,-250.0,671.2195368260141,533.2405862341927,stop-respond,,4
go,,,,go,833.1349084571034,5
go,,,,go,461.30769727529787,5
go,,,,go,456.8722412755734,5
go,,,,go,1146.82024231922,5
stop,200.0,601.9001038461159,233.5654012715467,stop-respond,,5
go,,,,go,926.5257483662754,5
go,,,,go,451.6531803423177,5
go,,,,go,524.7010568971492,5
go,,,,go,463.30708208149724,5
stop,150.0,885.7319602566341,62.109802082871525,stop-respond,,5
go,,,,go,727.6937173429279,5
go,,,,go,863.5872709260732,5
go,,,,go,302.61235756623046,5
go,,,,go,724.6397278858723,5
stop,100.0,,258.17932874933143,successful inhibition,,5
go,,,,go,574.1124965086731,5
go,,,,go,815.1109176138333,5
go,,,,go,737.983492747736,5
go,,,,go,599.383866889289,5
stop,150.0,,247.12078508160067,successful inhibition,,5
go,,,,go,779.0464834647266,5
go,,,,go,206.14569463492688,5
go,,,,go,864.9861944233623,5
go,,,,go,767.760621995896,5
stop,200.0,,69.51565677684813,successful inhibition,,5
go,,,,go,588.1467935365929,5
go,,,,go,798.0488038317351,5
go,,,,go,745.0772590799565,5
go,,,,go,614.0561356734357,5
stop,250.0,,154.18287916241133,successful inhibition,,5
go,,,,go,574.7114863589529,5
go,,,,go,853.2635134616984,5
go,,,,go,614.8968074589126,5
go,,,,go,670.8452029288404,5
stop,300.0,,160.07780650330054,successful inhibition,,5
go,,,,go,742.4597863370033,5
go,,,,go,593.4185642004602,5
go,,,,go,699.9657268292505,5
go,,,,go,658.2872833495758,5
stop,350.0,,114.41170030205943,successful inhibition,,5
go,,,,go,900.9046686635168,5
go,,,,go,438.06006932290643,5
go,,,,go,707.3420528420464,5
go,,,,go,855.6977213632567,5
stop,400.0,,199.8941763909794,successful inhibition,,5
go,,,,go,485.85203671326997,5
go,,,,go,1135.6537069743536,5
go,,,,go,786.5632041606821,5
go,,,,go,494.53632845326655,5
stop,450.0,613.6596521878273,214.6992746677828,stop-respond,,5
go,,,,go,787.7886092438099,6
go,,,,go,449.91571147174693,6
go,,,,go,621.4491271971193,6
go,,,,go,619.6881358825041,6
stop,200.0,636.949389607043,254.31950829929758,stop-respond,,6
go,,,,go,644.8538546979339,6
go,,,,go,602.7875536327216,6
go,,,,go,495.44740192558805,6
go,,,,go,565.5755030825027,6
stop,150.0,620.556913237298,144.51409713081276,stop-respond,,6
go,,,,go,909.7448615375963,6
go,,,,go,870.7070271034611,6
go,,,,go,711.5908380213052,6
go,,,,go,695.8825581652382,6
stop,100.0,743.68483618335,238.15680164927838,stop-respond,,6
go,,,,go,924.5214010649977,6
go,,,,go,626.4547047686848,6
go,,,,go,644.1797501303765,6
go,,,,go,714.8927721690458,6
stop,50.0,896.2969290213264,153.63726634673571,stop-respond,,6
go,,,,go,644.913205341518,6
go,,,,go,793.5841288501199,6
go,,,,go,644.6290248271096,6
go,,,,go,472.75914324778114,6
stop,0.0,567.7000203213712,199.48154713917344,stop-respond,,6
go,,,,go,587.5489559769265,6
go,,,,go,824.6368555521201,6
go,,,,go,709.1500478659576,6
go,,,,go,575.3653941597697,6
stop,-50.0,581.3529872729673,280.69756145901385,stop-respond,,6
go,,,,go,504.74330639378707,6
go,,,,go,463.84248137027987,6
go,,,,go,485.8847469338243,6
go,,,,go,767.4269129484793,6
stop,-100.0,462.4673513745232,146.24056574065062,stop-respond,,6
go,,,,go,617.8534162527756,6
go,,,,go,788.4462514486277,6
go,,,,go,726.9167383212967,6
go,,,,go,895.8677438987336,6
stop,-150.0,678.2112395751426,7.370520821206043,stop-respond,,6
go,,,,go,880.1584070959428,6
go,,,,go,645.0485421286893,6
go,,,,go,648.5847540793671,6
go,,,,go,915.6238874541948,6
stop,-200.0,608.5416191453334,323.1570615832907,stop-respond,,6
go,,,,go,542.3151303657717,6
go,,,,go,584.6797720525326,6
go,,,,go,910.0452069567314,6
go,,,,go,539.4798921723503,6
stop,-250.0,673.3265432631496,351.19461506782204,stop-respond,,6
go,,,,go,633.3868473612881,7
go,,,,go,657.259821494417,7
go,,,,go,613.6196362744981,7
go,,,,go,549.5310189058891,7
stop,200.0,,351.08374927769637,successful inhibition,,7
go,,,,go,584.1666560532162,7
go,,,,go,658.4954041544769,7
go,,,,go,660.0920201992415,7
go,,,,go,600.1403064832919,7
stop,250.0,550.2600975264372,393.97658533778633,stop-respond,,7
go,,,,go,511.2843466358474,7
go,,,,go,617.3823964620101,7
go,,,,go,553.7710619394894,7
go,,,,go,547.4067003148772,7
stop,200.0,,390.3176936840609,successful inhibition,,7
go,,,,go,620.4009948980653,7
go,,,,go,597.6919183441023,7
go,,,,go,598.5439834346033,7
go,,,,go,570.0228229008552,7
stop,250.0,544.0448682093202,353.57958988802807,stop-respond,,7
go,,,,go,578.7112748820709,7
go,,,,go,603.3160652703589,7
go,,,,go,572.9903460433993,7
go,,,,go,542.9573893946737,7
stop,200.0,557.440106351205,334.9301854334313,stop-respond,,7
go,,,,go,566.2145967579551,7
go,,,,go,558.1635356117989,7
go,,,,go,599.8111899456085,7
go,,,,go,564.1039396120227,7
stop,150.0,,266.3651072640927,successful inhibition,,7
go,,,,go,534.6038454182224,7
go,,,,go,590.9527393753119,7
go,,,,go,595.5735548580637,7
go,,,,go,533.6567628376196,7
stop,200.0,,277.80585149596493,successful inhibition,,7
go,,,,go,561.948735434964,7
go,,,,go,557.2812139150745,7
go,,,,go,535.1732553602118,7
go,,,,go,608.7519561225218,7
stop,250.0,,228.3601465377624,successful inhibition,,7
go,,,,go,663.1143987195111,7
go,,,,go,529.7760618178631,7
go,,,,go,555.7593910842354,7
go,,,,go,554.5714154845053,7
stop,300.0,582.3389087700755,282.01867137901627,stop-respond,,7
go,,,,go,584.7453153008903,7
go,,,,go,700.0939786557974,7
go,,,,go,555.8386074321091,7
go,,,,go,650.1159972330955,7
stop,250.0,,234.94634534923745,successful inhibition,,7
go,,,,go,523.9498787386,8
go,,,,go,579.8692974665782,8
go,,,,go,519.5504610048673,8
go,,,,go,481.6252507228848,8
stop,200.0,,275.43588476028077,successful inhibition,,8
go,,,,go,587.3551451905987,8
go,,,,go,551.2166402773103,8
go,,,,go,414.76486466163533,8
go,,,,go,256.3332239204162,8
stop,250.0,,229.36455530396,successful inhibition,,8
go,,,,go,550.1455766841676,8
go,,,,go,495.17438908050235,8
go,,,,go,646.3542092189515,8
go,,,,go,521.4872281793417,8
stop,300.0,516.7838020750139,313.49934794196093,stop-respond,,8
go,,,,go,599.9382167016287,8
go,,,,go,532.2664397566856,8
go,,,,go,646.219692895705,8
go,,,,go,940.8134226647039,8
stop,250.0,,198.74042987580117,successful inhibition,,8
go,,,,go,357.44643573387225,8
go,,,,go,493.552021755561,8
go,,,,go,416.8754926495757,8
go,,,,go,474.13772737885677,8
stop,300.0,380.5840264748499,226.65458561551998,stop-respond,,8
go,,,,go,466.03991778854186,8
go,,,,go,521.8742731916248,8
go,,,,go,379.3919292387312,8
go,,,,go,371.71705711978865,8
stop,250.0,681.8961641112685,471.8926489463489,stop-respond,,8
go,,,,go,317.3124377861802,8
go,,,,go,509.9432263950116,8
go,,,,go,688.1911411875478,8
go,,,,go,370.76123073826454,8
stop,200.0,,298.7066806002463,successful inhibition,,8
go,,,,go,527.5587863412047,8
go,,,,go,764.679403143313,8
go,,,,go,504.525743797579,8
go,,,,go,490.37963321562535,8
stop,250.0,,375.5181909670015,successful inhibition,,8
go,,,,go,622.0401490766085,8
go,,,,go,442.7210671927618,8
go,,,,go,379.6053285185017,8
go,,,,go,511.38967498688805,8
stop,300.0,485.21329739908003,362.38212217837236,stop-respond,,8
go,,,,go,719.6070414627006,8
go,,,,go,1002.2664816496757,8
go,,,,go,606.2676908387459,8
go,,,,go,710.9469078464564,8
stop,250.0,,242.5758224679307,successful inhibition,,8
go,,,,go,399.0516086226458,9
go,,,,go,454.0699251932669,9
go,,,,go,531.9507862239391,9
go,,,,go,596.7221745887638,9
stop,200.0,664.4465419397352,526.343207772715,stop-respond,,9
go,,,,go,404.00536235491853,9
go,,,,go,573.9840212763645,9
go,,,,go,297.66482676727696,9
go,,,,go,537.5619329437673,9
stop,150.0,,387.8619097808927,successful inhibition,,9
go,,,,go,671.7177950184107,9
go,,,,go,545.823842429656,9
go,,,,go,827.1154922467479,9
go,,,,go,582.2468453230497,9
stop,200.0,,214.26316099962054,successful inhibition,,9
go,,,,go,687.50653637504,9
go,,,,go,689.580018993631,9
go,,,,go,558.4039921936221,9
go,,,,go,517.3463354530143,9
stop,250.0,,165.51931773091536,successful inhibition,,9
go,,,,go,610.8371704356481,9
go,,,,go,529.967072404173,9
go,,,,go,711.9441472304711,9
go,,,,go,598.6079823798906,9
stop,300.0,403.3727786184754,319.04582683139665,stop-respond,,9
go,,,,go,832.3745355917875,9
go,,,,go,443.6069334035102,9
go,,,,go,564.1044135461822,9
go,,,,go,446.18447682037976,9
stop,250.0,,256.8627613094183,successful inhibition,,9
go,,,,go,316.1805394822162,9
go,,,,go,833.3098045467639,9
go,,,,go,468.43331128209326,9
go,,,,go,624.1275271490215,9
stop,300.0,441.26587960887207,232.43200804958286,stop-respond,,9
go,,,,go,439.148986630097,9
go,,,,go,434.44344803727864,9
go,,,,go,931.0337383772243,9
go,,,,go,534.906377603331,9
stop,250.0,360.13876814854615,380.64720574856494,stop-respond,,9
go,,,,go,446.60275260784675,9
go,,,,go,691.2959531229665,9
go,,,,go,514.6894480069893,9
go,,,,go,524.907371383057,9
stop,200.0,486.2456350728059,449.4714690121942,stop-respond,,9
go,,,,go,502.77064574273925,9
go,,,,go,662.1669734585325,9
go,,,,go,521.229879783292,9
go,,,,go,671.601436448753,9
stop,150.0,528.6569864181878,406.6209851781681,stop-respond,,9
go,,,,go,672.2086377631625,10
go,,,,go,480.33246583588533,10
go,,,,go,807.1003537187147,10
go,,,,go,599.7870162589137,10
stop,200.0,644.9538726297317,145.02041639435922,stop-respond,,10
go,,,,go,540.2693294001862,10
go,,,,go,500.0504088182639,10
go,,,,go,624.6506802160332,10
go,,,,go,630.4967846613199,10
stop,150.0,653.1380838011586,252.6423855516201,stop-respond,,10
go,,,,go,601.5958600555653,10
go,,,,go,691.8850877710003,10
go,,,,go,559.1703314204622,10
go,,,,go,721.458508576178,10
stop,100.0,645.8057668881203,205.26622759383292,stop-respond,,10
go,,,,go,621.2618712291084,10
go,,,,go,707.1785305228294,10
go,,,,go,713.9410586990423,10
go,,,,go,601.2308279610864,10
stop,50.0,,264.05252413150635,successful inhibition,,10
go,,,,go,695.4728821857229,10
go,,,,go,708.1090686751822,10
go,,,,go,482.0666753798668,10
go,,,,go,637.8426094616108,10
stop,100.0,,209.1698207600447,successful inhibition,,10
go,,,,go,663.7317153163614,10
go,,,,go,663.4862427532642,10
go,,,,go,618.1286222834384,10
go,,,,go,642.6053968638934,10
stop,150.0,,167.67702008192362,successful inhibition,,10
go,,,,go,802.6120167769297,10
go,,,,go,648.5154937562892,10
go,,,,go,719.129570868106,10
go,,,,go,594.027632160743,10
stop,200.0,687.8976544403322,242.10590622145088,stop-respond,,10
go,,,,go,594.3179184058431,10
go,,,,go,586.5661929784667,10
go,,,,go,632.2614574455749,10
go,,,,go,635.5521584741041,10
stop,150.0,,285.4139582494132,successful inhibition,,10
go,,,,go,509.8767091070021,10
go,,,,go,554.962330064036,10
go,,,,go,800.7740556260151,10
go,,,,go,722.1873483613565,10
stop,200.0,806.5560365241435,160.2837731316054,stop-respond,,10
go,,,,go,498.0330636840571,10
go,,,,go,833.8674497097063,10
go,,,,go,520.6712540121641,10
go,,,,go,682.6958064065254,10
stop,150.0,,363.92559733940163,successful inhibition,,10
go,,,,go,461.21357744474346,11
go,,,,go,740.2885622095196,11
go,,,,go,387.0085068570055,11
go,,,,go,728.7024488213913,11
stop,200.0,,245.2344105938309,successful inhibition,,11
go,,,,go,423.4415614977248,11
go,,,,go,355.14829351370753,11
go,,,,go,540.7572373230439,11
go,,,,go,350.84922802001665,11
stop,250.0,376.49561348428836,190.49641825836432,stop-respond,,11
go,,,,go,643.6381506499533,11
go,,,,go,573.2721696508436,11
go,,,,go,416.9019685161314,11
go,,,,go,534.3048711369048,11
stop,200.0,,192.26190421656338,successful inhibition,,11
go,,,,go,409.0268977990243,11
go,,,,go,477.30362096875507,11
go,,,,go,494.249875867107,11
go,,,,go,376.6592751774289,11
stop,250.0,,138.81316047547506,successful inhibition,,11
go,,,,go,343.1599090412925,11
go,,,,go,508.78082940767126,11
go,,,,go,623.852306421599,11
go,,,,go,563.4765207614392,11
stop,300.0,,209.3317234466794,successful inhibition,,11
go,,,,go,510.68069175990223,11
go,,,,go,562.911852687884,11
go,,,,go,415.0558343851677,11
go,,,,go,307.3771041614841,11
stop,350.0,570.2070837652627,260.1050045587308,stop-respond,,11
go,,,,go,330.93736755689673,11
go,,,,go,375.51519663333914,11
go,,,,go,565.8098063751899,11
go,,,,go,527.757898460091,11
stop,300.0,383.6426106589586,234.60217554635932,stop-respond,,11
go,,,,go,506.55258255243643,11
go,,,,go,592.7493520945981,11
go,,,,go,382.6126366296254,11
go,,,,go,463.9348622677334,11
stop,250.0,,83.51064660830478,successful inhibition,,11
go,,,,go,571.7531703991386,11
go,,,,go,544.5557595570359,11
go,,,,go,338.97203070727323,11
go,,,,go,517.5536590399837,11
stop,300.0,504.1352273831614,228.51932510237634,stop-respond,,11
go,,,,go,593.2585044478465,11
go,,,,go,276.68297620545957,11
go,,,,go,389.06991406942143,11
go,,,,go,512.521188265198,11
stop,250.0,,171.74974010695243,successful inhibition,,11
go,,,,go,433.28595511336454,12
go,,,,go,281.59884182816626,12
go,,,,go,186.65705885849042,12
go,,,,go,263.97649521832966,12
stop,200.0,,104.76764169414143,successful inhibition,,12
go,,,,go,539.43997468585,12
go,,,,go,358.704626949745,12
go,,,,go,562.0957761123892,12
go,,,,go,454.5782172185719,12
stop,250.0,,222.3693991956289,successful inhibition,,12
go,,,,go,370.149018140884,12
go,,,,go,347.4482022412765,12
go,,,,go,524.1832411999926,12
go,,,,go,362.8530153188495,12
stop,300.0,389.5991669412792,183.69721062864411,stop-respond,,12
go,,,,go,319.01097301649565,12
go,,,,go,413.7637357072657,12
go,,,,go,387.10331526367554,12
go,,,,go,501.8423527882474,12
stop,250.0,505.8471162487726,367.1326611101358,stop-respond,,12
go,,,,go,323.2729807317104,12
go,,,,go,319.3456192043899,12
go,,,,go,413.99004288469393,12
go,,,,go,303.13570430870465,12
stop,200.0,,152.17205808087508,successful inhibition,,12
go,,,,go,439.79528848955,12
go,,,,go,548.2604170703139,12
go,,,,go,501.69618538421946,12
go,,,,go,483.4286530376342,12
stop,250.0,501.68169685977523,258.1940129227353,stop-respond,,12
go,,,,go,246.3418864052938,12
go,,,,go,693.5396839151545,12
go,,,,go,330.3839240246585,12
go,,,,go,507.0414168505877,12
stop,200.0,405.6094666343635,287.5158110031598,stop-respond,,12
go,,,,go,328.12101893572174,12
go,,,,go,294.4561484512628,12
go,,,,go,442.2506596532835,12
go,,,,go,538.9411484389855,12
stop,150.0,,244.5370756943751,successful inhibition,,12
go,,,,go,486.12982923493314,12
go,,,,go,431.9889756346036,12
go,,,,go,487.52150244243694,12
go,,,,go,498.03446369949575,12
stop,200.0,,250.1009811503934,successful inhibition,,12
go,,,,go,565.7276703294992,12
go,,,,go,537.9120103648027,12
go,,,,go,390.6872942452524,12
go,,,,go,415.49535458426595,12
stop,250.0,405.8654378466374,193.287156356266,stop-respond,,12
go,,,,go,409.78273137651377,13
go,,,,go,635.2415133199742,13
go,,,,go,511.846202119999,13
go,,,,go,647.6086753877802,13
stop,200.0,479.3239661604524,303.7280512780695,stop-respond,,13
go,,,,go,540.1150481069253,13
go,,,,go,489.03769264563647,13
go,,,,go,556.8675520775905,13
go,,,,go,550.540473416206,13
stop,150.0,572.6568779133345,358.9660158945721,stop-respond,,13
go,,,,go,584.379775084308,13
go,,,,go,544.4165197710767,13
go,,,,go,565.36374595906,13
go,,,,go,618.9173960181023,13
stop,100.0,645.5860158742577,300.40879899341576,stop-respond,,13
go,,,,go,465.1736860181214,13
go,,,,go,611.9275571003975,13
go,,,,go,550.2573859780757,13
go,,,,go,641.905223911502,13
stop,50.0,607.4668538342798,276.1555358934358,stop-respond,,13
go,,,,go,514.6269086618441,13
go,,,,go,526.3447368481948,13
go,,,,go,772.7661252931426,13
go,,,,go,627.0520197525757,13
stop,0.0,548.105963594145,318.5199243918735,stop-respond,,13
go,,,,go,454.9441231541765,13
go,,,,go,427.94306852733683,13
go,,,,go,671.6547810955512,13
go,,,,go,576.3267012195328,13
stop,-50.0,649.9356066283347,269.0685289194512,stop-respond,,13
go,,,,go,557.0924899291192,13
go,,,,go,575.5810551959287,13
go,,,,go,592.4388875305019,13
go,,,,go,688.2089892055072,13
stop,-100.0,462.4608246880234,265.96898067858837,stop-respond,,13
go,,,,go,462.87702624042817,13
go,,,,go,492.7232483783274,13
go,,,,go,635.5759808395018,13
go,,,,go,509.8733850392592,13
stop,-150.0,586.4271396890193,314.5205930267876,stop-respond,,13
go,,,,go,656.7350314462586,13
go,,,,go,511.7058038757522,13
go,,,,go,518.8614930258559,13
go,,,,go,892.3906189934012,13
stop,-200.0,,251.1516572667428,successful inhibition,,13
go,,,,go,563.4474613103589,13
go,,,,go,550.2725851117268,13
go,,,,go,533.863511966295,13
go,,,,go,641.7871378478455,13
stop,-150.0,535.2070918585569,271.8006081229346,stop-respond,,13
go,,,,go,511.8098278697995,14
go,,,,go,525.8701690850119,14
go,,,,go,474.1694731789611,14
go,,,,go,490.30891613133485,14
stop,200.0,,210.1031156280111,successful inhibition,,14
go,,,,go,405.71345794091127,14
go,,,,go,491.0360470620317,14
go,,,,go,338.525592993196,14
go,,,,go,589.8781588537937,14
stop,250.0,,125.06636161385676,successful inhibition,,14
go,,,,go,397.52084547689043,14
go,,,,go,415.40265249286756,14
go,,,,go,505.04569030177123,14
go,,,,go,487.1310666617433,14
stop,300.0,,154.618568120155,successful inhibition,,14
