trial_type,ssd,observed_rt,ss_rt,outcome,rt,participant_id
stop,200.0,584.6365768175696,632.0541214910799,stop-respond,,3
go,,,,go,569.2995216717947,3
go,,,,go,635.4873157545196,3
go,,,,go,551.2373828741116,3
go,,,,go,427.6216936626791,3
stop,150.0,,257.50286477197346,successful inhibition,,3
go,,,,go,604.2064066343719,3
go,,,,go,586.1042416573421,3
go,,,,go,583.624624560463,3
go,,,,go,576.9113012565297,3
stop,200.0,,189.8189098663263,successful inhibition,,3
go,,,,go,570.8484935838928,3
go,,,,go,564.80370570809,3
go,,,,go,531.5501693906546,3
go,,,,go,578.7953194127504,3
stop,250.0,,166.51805532543418,successful inhibition,,3
go,,,,go,509.0571662772241,3
go,,,,go,542.8926827978113,3
go,,,,go,519.9861941939513,3
go,,,,go,662.9652490431833,3
stop,300.0,530.1619713644792,257.9021953132533,stop-respond,,3
go,,,,go,615.0513518629031,3
go,,,,go,646.271835878587,3
go,,,,go,550.66357928301,3
go,,,,go,535.4248231583615,3
stop,250.0,554.2405577678379,332.7458329088516,stop-respond,,3
go,,,,go,581.0003162724437,3
go,,,,go,578.241925471522,3
go,,,,go,646.7060094866449,3
go,,,,go,490.3027410857181,3
stop,200.0,468.69358139329574,342.7574744160441,stop-respond,,3
go,,,,go,544.0467305116601,3
go,,,,go,492.35595748627225,3
go,,,,go,480.83182186199963,3
go,,,,go,489.57812356923387,3
stop,150.0,,373.906024250303,successful inhibition,,3
go,,,,go,548.7670294266549,3
go,,,,go,514.4063701124943,3
go,,,,go,484.143234906234,3
go,,,,go,512.9908413055391,3
stop,200.0,525.4452808235937,469.699434849278,stop-respond,,3
go,,,,go,490.4343922465603,3
go,,,,go,520.9814097603527,3
go,,,,go,473.96109458205837,3
go,,,,go,639.2358857093342,3
stop,150.0,,214.9159565865426,successful inhibition,,3
go,,,,go,771.6873973813284,4
go,,,,go,686.155343504478,4
go,,,,go,890.2815782890568,4
go,,,,go,749.3252638656357,4
stop,200.0,846.2357140394615,372.334426545655,stop-respond,,4
go,,,,go,645.5943105950278,4
go,,,,go,1536.2110368312349,4
go,,,,go,563.4793618861629,4
go,,,,go,672.7041834237915,4
stop,150.0,1085.5061168167651,439.7167593079003,stop-respond,,4
go,,,,go,884.7760309220907,4
go,,,,go,646.6139322184804,4
go,,,,go,618.6138249166148,4
go,,,,go,585.5299655573597,4
stop,100.0,649.0582740442167,439.4003182814049,stop-respond,,4
go,,,,go,692.5590725200323,4
go,,,,go,635.7668274153427,4
go,,,,go,705.1469455464251,4
go,,,,go,504.76709768468976,4
stop,50.0,927.4990479509539,252.0930398184325,stop-respond,,4
go,,,,go,690.3115461375528,4
go,,,,go,1086.1871515943303,4
go,,,,go,691.3438072805011,4
go,,,,go,671.6934389306289,4
stop,0.0,557.7440163332687,528.7705313753631,stop-respond,,4
go,,,,go,389.04784027451547,4
go,,,,go,560.9823753008582,4
go,,,,go,814.9111561482946,4
go,,,,go,627.2481591887483,4
stop,-50.0,668.0187504545245,260.7060873060517,stop-respond,,4
go,,,,go,636.5245716770804,4
go,,,,go,825.4734917776825,4
go,,,,go,460.3589511146458,4
go,,,,go,1101.6310741250177,4
stop,-100.0,737.6881567009298,492.1009537737501,stop-respond,,4
go,,,,go,939.310237679186,4
go,,,,go,703.2037901550276,4
go,,,,go,723.5649652949189,4
go,,,,go,680.4755015853696,4
stop,-150.0,764.6397888942158,281.69593604649936,stop-respond,,4
go,,,,go,421.4622205214707,4
go,,,,go,849.0895665253483,4
go,,,,go,680.1846069288174,4
go,,,,go,495.1343709289744,4
stop,-200.0,647.088229121027,320.4715975483393,stop-respond,,4
go,,,,go,532.8687912285053,4
go,,,,go,638.0477705570462,4
go,,,,go,703.6419339075867,4
go,,,,go,547.7236685580815,4
stop,-250.0,914.774423707182,232.09385270095459,stop-respond,,4
go,,,,go,1704.463217351387,5
go,,,,go,852.0772738116895,5
go,,,,go,553.898911723534,5
go,,,,go,687.8679456521518,5
stop,200.0,634.6859586405177,227.82480104196696,stop-respond,,5
go,,,,go,782.3514140653565,5
go,,,,go,852.0552893588479,5
go,,,,go,697.1902960474126,5
go,,,,go,1206.7615598514776,5
stop,150.0,,100.62275540979661,successful inhibition,,5
go,,,,go,1047.0589426734564,5
go,,,,go,957.6616896742071,5
go,,,,go,819.6299683789821,5
go,,,,go,1048.1865088706918,5
stop,200.0,,195.8895987246765,successful inhibition,,5
go,,,,go,580.2346073253241,5
go,,,,go,1258.450887333147,5
go,,,,go,620.4109740631199,5
go,,,,go,735.0324420231073,5
stop,250.0,675.258228139718,120.97954410888624,stop-respond,,5
go,,,,go,971.2340723248308,5
go,,,,go,961.9751012279023,5
go,,,,go,905.9794340651969,5
go,,,,go,697.2742590810595,5
stop,200.0,677.3753603668365,169.65791862098612,stop-respond,,5
go,,,,go,847.4153413151201,5
go,,,,go,1430.6380066252582,5
go,,,,go,426.2186421919448,5
go,,,,go,1320.2993597851266,5
stop,150.0,,252.4976534559614,successful inhibition,,5
go,,,,go,606.1414226012679,5
go,,,,go,605.5280938774697,5
go,,,,go,546.8667319169048,5
go,,,,go,683.124814673837,5
stop,200.0,1032.1636539337035,320.9249043881693,stop-respond,,5
go,,,,go,1085.5688132311761,5
go,,,,go,912.369816509716,5
go,,,,go,895.9972476446699,5
go,,,,go,821.4019938908248,5
stop,150.0,,172.4674071104398,successful inhibition,,5
go,,,,go,995.9455653849807,5
go,,,,go,806.4960532323777,5
go,,,,go,681.2327822872089,5
go,,,,go,841.6138703213169,5
stop,200.0,,130.67554096711677,successful inhibition,,5
go,,,,go,988.9533426384621,5
go,,,,go,780.0043244068855,5
go,,,,go,746.1162397932093,5
go,,,,go,941.5423918055167,5
stop,250.0,814.128753675757,111.29688194185945,stop-respond,,5
go,,,,go,924.343984711116,6
go,,,,go,1062.1904691890456,6
go,,,,go,718.6477920428174,6
go,,,,go,544.0233005510842,6
stop,200.0,772.3202638742788,75.10196649401549,stop-respond,,6
go,,,,go,710.899135041255,6
go,,,,go,752.7693468129019,6
go,,,,go,618.1953145729693,6
go,,,,go,748.9715812917937,6
stop,150.0,548.8248920520874,211.0558649603828,stop-respond,,6
go,,,,go,698.7660574191907,6
go,,,,go,745.756896127875,6
go,,,,go,704.4555988920183,6
go,,,,go,1150.8712609523957,6
stop,100.0,611.0283897073913,170.32484833531043,stop-respond,,6
go,,,,go,636.8894820408061,6
go,,,,go,793.303400588052,6
go,,,,go,653.6790974776775,6
go,,,,go,1183.0681771608524,6
stop,50.0,815.7063860006467,258.0286334576228,stop-respond,,6
go,,,,go,541.5380305615467,6
go,,,,go,653.4907114040136,6
go,,,,go,543.1741268738539,6
go,,,,go,795.1864291038158,6
stop,0.0,625.3247118414233,568.8425619292709,stop-respond,,6
go,,,,go,628.540140391144,6
go,,,,go,643.3562641839767,6
go,,,,go,600.5405510888629,6
go,,,,go,491.64766220039184,6
stop,-50.0,677.1403867745072,348.9754352518222,stop-respond,,6
go,,,,go,758.2190121484659,6
go,,,,go,813.3925702223981,6
go,,,,go,638.4398791630247,6
go,,,,go,864.170225058798,6
stop,-100.0,679.6126130817172,50.58552691443339,stop-respond,,6
go,,,,go,544.2599054087498,6
go,,,,go,625.427156686993,6
go,,,,go,726.6187828864814,6
go,,,,go,688.554831193264,6
stop,-150.0,859.6411729857209,173.92450116516903,stop-respond,,6
go,,,,go,980.7405305471555,6
go,,,,go,729.7319237566626,6
go,,,,go,439.0510323797311,6
go,,,,go,668.8488529793668,6
stop,-200.0,542.0546702317399,343.9593890784632,stop-respond,,6
go,,,,go,540.8489158953685,6
go,,,,go,562.4998364393426,6
go,,,,go,618.4063664461387,6
go,,,,go,769.2805554182896,6
stop,-250.0,958.177032269525,197.665928614105,stop-respond,,6
go,,,,go,570.5950681195517,7
go,,,,go,610.657548576199,7
go,,,,go,635.2222862362644,7
go,,,,go,554.8558387380959,7
stop,200.0,,109.39736669058684,successful inhibition,,7
go,,,,go,564.3359259422058,7
go,,,,go,590.3687048373378,7
go,,,,go,605.2239424335213,7
go,,,,go,583.7977782406549,7
stop,250.0,654.7065907457239,288.4500813485805,stop-respond,,7
go,,,,go,581.2761937675609,7
go,,,,go,570.709645406737,7
go,,,,go,576.222236645518,7
go,,,,go,568.5112735460114,7
stop,200.0,,323.1663047661559,successful inhibition,,7
go,,,,go,511.8059921770513,7
go,,,,go,610.2054775435591,7
go,,,,go,576.8511577249096,7
go,,,,go,619.283844249893,7
stop,250.0,,265.6261131206428,successful inhibition,,7
go,,,,go,628.7768488903981,7
go,,,,go,607.5262202200717,7
go,,,,go,575.2263887840511,7
go,,,,go,563.3683486925614,7
stop,300.0,795.767583215497,181.84655268224657,stop-respond,,7
go,,,,go,532.6034534643184,7
go,,,,go,612.4338881303182,7
go,,,,go,549.4565705776062,7
go,,,,go,623.6719680550401,7
stop,250.0,,226.75161411481557,successful inhibition,,7
go,,,,go,566.8624115788996,7
go,,,,go,578.2618704146569,7
go,,,,go,558.7858579349523,7
go,,,,go,515.8338406884094,7
stop,300.0,,142.39746274533834,successful inhibition,,7
go,,,,go,574.7844777863796,7
go,,,,go,595.0415815228924,7
go,,,,go,583.663577266134,7
go,,,,go,579.3684577845187,7
stop,350.0,605.5051339147811,356.33860510749963,stop-respond,,7
go,,,,go,574.1135738098172,7
go,,,,go,609.8247755555974,7
go,,,,go,702.1825241914357,7
go,,,,go,636.4445093364927,7
stop,300.0,548.1751864217733,516.347029329338,stop-respond,,7
go,,,,go,624.134832526441,7
go,,,,go,563.3720489255784,7
go,,,,go,568.2528668140129,7
go,,,,go,532.2150526371242,7
stop,250.0,620.3501020818505,269.98910279366726,stop-respond,,7
go,,,,go,531.4660880595247,8
go,,,,go,509.6066151268443,8
go,,,,go,639.0805700657102,8
go,,,,go,559.2289899586541,8
stop,200.0,,212.3155646029527,successful inhibition,,8
go,,,,go,527.1719424608696,8
go,,,,go,621.6332645312764,8
go,,,,go,491.31610946289413,8
go,,,,go,624.3148660777609,8
stop,250.0,556.0048687292256,407.15541535463126,stop-respond,,8
go,,,,go,513.0638281091851,8
go,,,,go,539.4236078634934,8
go,,,,go,495.71078016394034,8
go,,,,go,504.6705187728965,8
stop,200.0,,280.8061913017524,successful inhibition,,8
go,,,,go,403.54821290374315,8
go,,,,go,547.4279596513112,8
go,,,,go,556.5316330974722,8
go,,,,go,445.08219884394424,8
stop,250.0,398.21669102462613,289.4952322157636,stop-respond,,8
go,,,,go,505.6762651157255,8
go,,,,go,442.74065149462757,8
go,,,,go,780.6162259564081,8
go,,,,go,549.5275687234339,8
stop,200.0,,349.3979862136513,successful inhibition,,8
go,,,,go,826.8466995272822,8
go,,,,go,483.97043286214705,8
go,,,,go,639.4279052539353,8
go,,,,go,505.35312235839774,8
stop,250.0,,312.59361347321317,successful inhibition,,8
go,,,,go,570.6874123148399,8
go,,,,go,461.80265461303736,8
go,,,,go,563.2872618545894,8
go,,,,go,642.2731666252571,8
stop,300.0,480.1991141070975,250.99222478655958,stop-respond,,8
go,,,,go,1059.6419529496231,8
go,,,,go,372.8330555862423,8
go,,,,go,635.8167803750326,8
go,,,,go,542.165897742912,8
stop,250.0,445.32645233000477,387.6848523685095,stop-respond,,8
go,,,,go,549.2974483463305,8
go,,,,go,662.5649462390516,8
go,,,,go,472.5289488146754,8
go,,,,go,507.89518266959294,8
stop,200.0,391.93892588184184,202.52521132578107,stop-respond,,8
go,,,,go,437.99019848703705,8
go,,,,go,480.63806173819717,8
go,,,,go,481.7617703354996,8
go,,,,go,853.641321453662,8
stop,150.0,,315.1116110282607,successful inhibition,,8
go,,,,go,454.0489679025488,9
go,,,,go,435.4043470967506,9
go,,,,go,358.352316851765,9
go,,,,go,506.500332066181,9
stop,200.0,,182.13959647827576,successful inhibition,,9
go,,,,go,735.6128982806794,9
go,,,,go,974.845231146413,9
go,,,,go,478.6141496015662,9
go,,,,go,480.40430376273923,9
stop,250.0,470.11113806768293,539.1620982152809,stop-respond,,9
go,,,,go,536.4454165978243,9
go,,,,go,528.4470747921807,9
go,,,,go,515.3625074110645,9
go,,,,go,670.608852270793,9
stop,200.0,,230.19744700356088,successful inhibition,,9
go,,,,go,408.094897727838,9
go,,,,go,607.121370676151,9
go,,,,go,560.0834501748684,9
go,,,,go,483.7427385915031,9
stop,250.0,500.9499414642038,275.1428565059832,stop-respond,,9
go,,,,go,499.71174907094525,9
go,,,,go,392.4567050732784,9
go,,,,go,518.7098869273148,9
go,,,,go,554.0906116637493,9
stop,200.0,616.4746131892632,633.4816216927395,stop-respond,,9
go,,,,go,449.3513393649875,9
go,,,,go,993.4761287837698,9
go,,,,go,628.8577297412851,9
go,,,,go,653.0680870536065,9
stop,150.0,388.6986496598273,504.6367064530335,stop-respond,,9
go,,,,go,770.8606483890926,9
go,,,,go,679.3488091988822,9
go,,,,go,490.9734884729082,9
go,,,,go,542.4453861740703,9
stop,100.0,,327.99925636471323,successful inhibition,,9
go,,,,go,632.195929346567,9
go,,,,go,810.7544618429718,9
go,,,,go,615.9205968825486,9
go,,,,go,553.3219713631169,9
stop,150.0,,569.9396471313703,successful inhibition,,9
go,,,,go,376.70783584874624,9
go,,,,go,484.2005716526319,9
go,,,,go,428.4501551466119,9
go,,,,go,830.0871334874998,9
stop,200.0,421.096048592527,284.7399838478584,stop-respond,,9
go,,,,go,564.9709278606758,9
go,,,,go,508.17965909059006,9
go,,,,go,630.0691019427336,9
go,,,,go,340.4157313928737,9
stop,150.0,,541.5061457871647,successful inhibition,,9
go,,,,go,670.046028502788,10
go,,,,go,654.0229894671056,10
go,,,,go,731.5163866185459,10
go,,,,go,616.6158205349562,10
stop,200.0,,371.37796649388474,successful inhibition,,10
go,,,,go,739.487069346905,10
go,,,,go,613.941316813873,10
go,,,,go,744.2174747931531,10
go,,,,go,708.7253749738406,10
stop,250.0,690.5061023222561,207.40821589569188,stop-respond,,10
go,,,,go,774.5924853287537,10
go,,,,go,613.7582357227466,10
go,,,,go,607.7996117432888,10
go,,,,go,679.0038292895149,10
stop,200.0,571.7780986808966,387.2737242162948,stop-respond,,10
go,,,,go,656.9884918569335,10
go,,,,go,740.2379788218061,10
go,,,,go,538.1005720388428,10
go,,,,go,557.7948695054087,10
stop,150.0,615.2666249257466,301.1520241687682,stop-respond,,10
go,,,,go,769.2454499370741,10
go,,,,go,497.82448412844855,10
go,,,,go,634.0565222154532,10
go,,,,go,554.6449750968184,10
stop,100.0,,202.25136202630918,successful inhibition,,10
go,,,,go,681.2709703511824,10
go,,,,go,734.4645417664199,10
go,,,,go,550.7201652479395,10
go,,,,go,618.1457565989728,10
stop,150.0,731.8043473875285,210.20419102405955,stop-respond,,10
go,,,,go,625.7450766771984,10
go,,,,go,708.891980224472,10
go,,,,go,484.200641131863,10
go,,,,go,639.5401208063798,10
stop,100.0,673.5037704346817,306.03579918155936,stop-respond,,10
go,,,,go,544.1266782039976,10
go,,,,go,772.7417137459811,10
go,,,,go,598.562329490387,10
go,,,,go,679.5570055292651,10
stop,50.0,673.4792604677148,262.00835584516665,stop-respond,,10
go,,,,go,694.800976946986,10
go,,,,go,831.3208233884875,10
go,,,,go,697.8322415032991,10
go,,,,go,640.5298609575437,10
stop,0.0,953.6205098764074,292.3542352345713,stop-respond,,10
go,,,,go,641.1645780689289,10
go,,,,go,818.8523586154204,10
go,,,,go,621.6452613146026,10
go,,,,go,501.35769603846063,10
stop,-50.0,,358.24984666725084,successful inhibition,,10
go,,,,go,417.13336483480754,11
go,,,,go,582.388927025515,11
go,,,,go,407.5515786890864,11
go,,,,go,421.24245028445563,11
stop,200.0,,80.01276341597512,successful inhibition,,11
go,,,,go,470.9221790242443,11
go,,,,go,537.1963841317211,11
go,,,,go,435.32975256793696,11
go,,,,go,573.4328985999925,11
stop,250.0,479.2024421526308,27.45339930042877,stop-respond,,11
go,,,,go,421.36712087225607,11
go,,,,go,467.1675585653999,11
go,,,,go,583.0970932506725,11
go,,,,go,404.6055346728042,11
stop,200.0,,86.40089236052029,successful inhibition,,11
go,,,,go,463.4808257909622,11
go,,,,go,385.20002972208613,11
go,,,,go,408.65379483711797,11
go,,,,go,498.4801177339518,11
stop,250.0,,321.41036280844605,successful inhibition,,11
go,,,,go,413.0998476692023,11
go,,,,go,483.9670171298753,11
go,,,,go,556.1613319194046,11
go,,,,go,459.09036513765807,11
stop,300.0,,199.96294176627123,successful inhibition,,11
go,,,,go,485.05624411785124,11
go,,,,go,626.2094370400891,11
go,,,,go,584.4660931224511,11
go,,,,go,414.3114055531362,11
stop,350.0,,202.85309001766706,successful inhibition,,11
go,,,,go,405.0143346789391,11
go,,,,go,464.5303579581107,11
go,,,,go,510.3064114632263,11
go,,,,go,511.8685960526344,11
stop,400.0,437.88820780093306,207.95732420679514,stop-respond,,11
go,,,,go,613.2051455789458,11
go,,,,go,493.10953069384306,11
go,,,,go,458.84439477627825,11
go,,,,go,347.177527919333,11
stop,350.0,,128.04127648321227,successful inhibition,,11
go,,,,go,440.4380843227929,11
go,,,,go,478.4158390789203,11
go,,,,go,623.2898396936293,11
go,,,,go,647.7341126802361,11
stop,400.0,450.79749448940976,219.29343415056576,stop-respond,,11
go,,,,go,570.0072130063783,11
go,,,,go,518.3670981729022,11
go,,,,go,409.55817817157936,11
go,,,,go,599.9955518879638,11
stop,350.0,,202.3418460003268,successful inhibition,,11
go,,,,go,403.6894705394115,12
go,,,,go,707.0604235774481,12
go,,,,go,225.82416745037838,12
go,,,,go,328.7833314340027,12
stop,200.0,269.71579055001155,295.2414248269236,stop-respond,,12
go,,,,go,393.32365944799284,12
go,,,,go,314.4246105460811,12
go,,,,go,357.60267638247325,12
go,,,,go,393.2123098372178,12
stop,150.0,341.24713605598527,264.1968613333914,stop-respond,,12
go,,,,go,328.39568385805387,12
go,,,,go,486.3913888559761,12
go,,,,go,342.84762248292947,12
go,,,,go,546.8559910303209,12
stop,100.0,,349.22730435578865,successful inhibition,,12
go,,,,go,240.73069044499434,12
go,,,,go,397.69660588130796,12
go,,,,go,301.3783987505312,12
go,,,,go,398.2159735749134,12
stop,150.0,,347.0235936376513,successful inhibition,,12
go,,,,go,411.21191426254774,12
go,,,,go,836.6199390015358,12
go,,,,go,415.2865440445063,12
go,,,,go,601.5918660113034,12
stop,200.0,403.86929662990576,222.85896229497487,stop-respond,,12
go,,,,go,439.0016127505993,12
go,,,,go,529.9283598638478,12
go,,,,go,515.4947478999354,12
go,,,,go,542.2306004446014,12
stop,150.0,,256.4445326463121,successful inhibition,,12
go,,,,go,493.64548013197606,12
go,,,,go,291.24559671718987,12
go,,,,go,475.84049189082674,12
go,,,,go,944.4487895993957,12
stop,200.0,371.0742866086066,343.68391341155404,stop-respond,,12
go,,,,go,597.1699049930908,12
go,,,,go,750.3291232613433,12
go,,,,go,534.4206795783623,12
go,,,,go,581.6864032491701,12
stop,150.0,615.5498485735659,178.46033503587276,stop-respond,,12
go,,,,go,423.07739931322504,12
go,,,,go,633.0667003620376,12
go,,,,go,195.4386675324361,12
go,,,,go,444.2069598514323,12
stop,100.0,,163.76042799890791,successful inhibition,,12
go,,,,go,413.16428169328344,12
go,,,,go,290.30439783467375,12
go,,,,go,452.8613800445048,12
go,,,,go,437.1508765496199,12
stop,150.0,,243.74598272631374,successful inhibition,,12
go,,,,go,436.8083236165751,13
go,,,,go,625.3621731983244,13
go,,,,go,680.7441179503787,13
go,,,,go,589.7740996701897,13
stop,200.0,438.7425744597123,235.7966457331415,stop-respond,,13
go,,,,go,520.3661758391684,13
go,,,,go,604.2667680009059,13
go,,,,go,533.1982087553164,13
go,,,,go,611.2367871021924,13
stop,150.0,493.54947938448277,376.94502033906593,stop-respond,,13
go,,,,go,590.2818710666809,13
go,,,,go,495.22163219588975,13
go,,,,go,666.8411092897678,13
go,,,,go,481.2645566479997,13
stop,100.0,513.8534255008185,320.92263054332204,stop-respond,,13
go,,,,go,433.0651207229986,13
go,,,,go,648.4854345961178,13
go,,,,go,612.2409738189057,13
go,,,,go,626.0965673974356,13
stop,50.0,510.235613648715,304.1433401333826,stop-respond,,13
go,,,,go,701.1835209528216,13
go,,,,go,606.3840937827083,13
go,,,,go,516.6257703170401,13
go,,,,go,376.7611820426427,13
stop,0.0,477.4168060797977,240.96171153692288,stop-respond,,13
go,,,,go,654.3018316165961,13
go,,,,go,600.8550436745484,13
go,,,,go,606.4185330940496,13
go,,,,go,538.6426716024565,13
stop,-50.0,541.4344430664393,295.49181814081163,stop-respond,,13
go,,,,go,488.1345712273056,13
go,,,,go,404.41160762132256,13
go,,,,go,447.05571240609424,13
go,,,,go,839.7370049346647,13
stop,-100.0,759.0034288240979,211.93744424640911,stop-respond,,13
go,,,,go,491.4803489697922,13
go,,,,go,484.6385114236298,13
go,,,,go,543.1053233720788,13
go,,,,go,515.9284708656206,13
stop,-150.0,587.1896060666062,223.8946715675557,stop-respond,,13
go,,,,go,499.29182550950884,13
go,,,,go,553.1602686268229,13
go,,,,go,465.6912911960246,13
go,,,,go,547.9434973179375,13
stop,-200.0,,469.78805165609486,successful inhibition,,13
go,,,,go,670.4142335119096,13
go,,,,go,661.7405519385356,13
go,,,,go,543.5052201296677,13
go,,,,go,587.1474956793492,13
stop,-150.0,621.6540951433858,393.00837250381466,stop-respond,,13
go,,,,go,515.5626874445197,14
go,,,,go,538.3851347549418,14
go,,,,go,412.7914174220144,14
go,,,,go,508.86752637789715,14
stop,200.0,,71.05008226989669,successful inhibition,,14
go,,,,go,385.19679116496775,14
go,,,,go,416.85389205691087,14
go,,,,go,516.5019258746368,14
go,,,,go,441.419947058959,14
stop,250.0,,191.74303033097107,successful inhibition,,14
go,,,,go,629.9023759358247,14
go,,,,go,528.3986979458135,14
go,,,,go,518.8668059262969,14
