trial_type,ssd,observed_rt,ss_rt,outcome,participant_id
go,,959.7630053418952,,go,5
go,,371.29211274730477,,go,5
stop,480.0,,168.9810008634675,successful inhibition,5
go,,1002.6660861789267,,go,5
go,,845.3394330586427,,go,5
go,,705.9214889703486,,go,5
go,,1090.5431880302303,,go,5
stop,240.0,931.9056317103064,54.69961282439829,stop-respond,5
go,,383.96879701925445,,go,5
go,,984.1513008080809,,go,5
go,,742.6305408789095,,go,5
go,,511.92978517155336,,go,5
stop,240.0,,142.96095229437523,successful inhibition,5
go,,711.1316570453589,,go,5
go,,638.3413637092923,,go,5
go,,1330.4830582371148,,go,5
go,,729.3225145605958,,go,5
stop,400.0,,121.90067993266699,successful inhibition,5
go,,938.1595894824012,,go,5
go,,845.4128572224531,,go,5
go,,442.2875438639561,,go,5
go,,985.0110349558761,,go,5
stop,320.0,,229.6077012737713,successful inhibition,5
go,,736.3509175689312,,go,6
go,,512.9574277942727,,go,6
go,,591.6194131117221,,go,6
go,,687.3612335313546,,go,6
stop,320.0,573.3539163083036,157.81601077549163,stop-respond,6
go,,744.6935589584012,,go,6
go,,625.3824634071759,,go,6
go,,450.6667581871103,,go,6
go,,563.7286357980461,,go,6
stop,480.0,517.977562821531,231.1121435917835,stop-respond,6
go,,476.22643346033755,,go,6
go,,686.3770248272518,,go,6
go,,673.5693977602431,,go,6
go,,562.5231835873857,,go,6
stop,480.0,543.8692852819682,123.83722024657182,stop-respond,6
go,,665.396985421253,,go,6
go,,560.0853158893558,,go,6
go,,655.9701597349372,,go,6
go,,764.5742410864508,,go,6
stop,240.0,609.9677383445232,57.07762641902161,stop-respond,6
go,,625.9257137967597,,go,6
go,,906.9777540882922,,go,6
go,,653.271102056676,,go,6
go,,609.6095968135455,,go,6
stop,320.0,911.1409832137783,130.61888393653385,stop-respond,6
go,,622.9834538334761,,go,6
go,,786.7301003873155,,go,6
go,,1067.8282715972016,,go,6
go,,820.3237443735475,,go,6
stop,400.0,1100.4671102792845,176.6646077153797,stop-respond,6
go,,796.9698756560015,,go,6
go,,688.3361925650032,,go,6
go,,642.2485694994799,,go,6
go,,886.0699455870599,,go,6
stop,400.0,520.7847089126469,242.07345131443407,stop-respond,6
go,,729.4652671527471,,go,6
go,,699.1096195846047,,go,6
go,,1079.0238759194667,,go,6
go,,627.0245858221169,,go,6
stop,160.0,790.8321910053994,346.8944338572072,stop-respond,6
go,,694.4927194652995,,go,6
go,,761.565610077627,,go,6
go,,677.1182233936715,,go,6
go,,599.9278712221028,,go,6
stop,480.0,656.9905497343987,336.56053631625764,stop-respond,6
go,,954.808905065629,,go,6
go,,730.8651368811795,,go,6
go,,679.1455120325976,,go,6
go,,576.3624219875549,,go,6
stop,400.0,617.0142542919027,103.6337569079423,stop-respond,6
go,,550.3000029190438,,go,7
go,,545.3810740645797,,go,7
go,,620.7035675709554,,go,7
go,,666.7415794838253,,go,7
stop,480.0,624.4236989271069,224.3978640334237,stop-respond,7
go,,610.2237489497139,,go,7
go,,660.0562668210796,,go,7
go,,537.708754555493,,go,7
go,,576.3303957769128,,go,7
stop,160.0,,153.17891178861356,successful inhibition,7
go,,562.2948269342999,,go,7
go,,619.6780059326062,,go,7
go,,511.7404841427481,,go,7
go,,729.2521377031306,,go,7
stop,480.0,568.7055889549904,270.50713223129503,stop-respond,7
go,,595.3746456904832,,go,7
go,,540.2032086051906,,go,7
go,,542.0315622963138,,go,7
go,,514.1992297436252,,go,7
stop,160.0,573.4720028659509,246.66929792486076,stop-respond,7
go,,552.4237496921884,,go,7
go,,612.9783833410506,,go,7
go,,661.5314270122202,,go,7
go,,550.1556880972092,,go,7
stop,240.0,,292.6878969490568,successful inhibition,7
go,,653.0068160629129,,go,7
go,,523.043095053064,,go,7
go,,618.4387967288014,,go,7
go,,719.2645587747496,,go,7
stop,320.0,,216.30237858280765,successful inhibition,7
go,,542.4036526436138,,go,7
go,,574.8284167647827,,go,7
go,,506.27873656647466,,go,7
go,,620.6361709000926,,go,7
stop,160.0,,499.8826781617294,successful inhibition,7
go,,630.7321859746831,,go,7
go,,618.209782215728,,go,7
go,,586.1585591966748,,go,7
go,,501.38641023750023,,go,7
stop,400.0,574.8574077303824,344.1977891258819,stop-respond,7
go,,529.5797725025093,,go,7
go,,469.32200875163994,,go,7
go,,695.7940187101374,,go,7
go,,534.8147862946291,,go,7
stop,80.0,,197.27411413457835,successful inhibition,7
go,,571.5781584621919,,go,7
go,,548.9684785242597,,go,7
go,,580.6109534816126,,go,7
go,,515.1472818586725,,go,7
stop,240.0,,170.2876280906254,successful inhibition,7
go,,580.7116958418856,,go,8
go,,714.7360602076274,,go,8
go,,540.509846451573,,go,8
go,,514.2372512369036,,go,8
stop,320.0,478.07231883302376,243.35855980851605,stop-respond,8
go,,387.228395722292,,go,8
go,,463.78243868135223,,go,8
go,,503.36758771414895,,go,8
go,,477.0179194980604,,go,8
stop,320.0,,242.25269990531524,successful inhibition,8
go,,566.1892381916188,,go,8
go,,533.400637054082,,go,8
go,,649.669025477035,,go,8
go,,521.4055016751134,,go,8
stop,320.0,405.28913223085465,229.35356553854612,stop-respond,8
go,,434.2610981945803,,go,8
go,,465.65928741928235,,go,8
go,,407.65990643200837,,go,8
go,,439.6386705691924,,go,8
stop,240.0,,206.815089717714,successful inhibition,8
go,,459.519348572956,,go,8
go,,311.6147697383011,,go,8
go,,547.586088050947,,go,8
go,,707.9198113492205,,go,8
stop,320.0,556.3331355878228,286.5777439995851,stop-respond,8
go,,695.2871547959063,,go,8
go,,510.415097058557,,go,8
go,,477.4486728257559,,go,8
go,,831.3553014194044,,go,8
stop,80.0,411.24576161645894,351.91927104253205,stop-respond,8
go,,668.925090458748,,go,8
go,,719.7964359998002,,go,8
go,,590.3865397975464,,go,8
go,,587.1296583332125,,go,8
stop,480.0,570.8150213261792,223.24005286100677,stop-respond,8
go,,375.6238804957983,,go,8
go,,641.4072644438679,,go,8
go,,480.4864594468396,,go,8
go,,415.3928986641237,,go,8
stop,240.0,528.9915013249072,351.81559715759755,stop-respond,8
go,,449.2019524269091,,go,8
go,,1011.6080075048525,,go,8
go,,423.9312893996404,,go,8
go,,661.4829439783483,,go,8
stop,400.0,555.95125319464,198.21265106071104,stop-respond,8
go,,524.5375432265294,,go,8
go,,579.1974828750572,,go,8
go,,408.1247911258507,,go,8
go,,461.0362042804056,,go,8
stop,400.0,539.0077714539993,244.82366856534387,stop-respond,8
go,,652.0625330457756,,go,9
go,,684.8256323074755,,go,9
go,,375.1608522437571,,go,9
go,,532.7415552292498,,go,9
stop,480.0,579.9232506040946,351.4371515627435,stop-respond,9
go,,489.2820761913311,,go,9
go,,657.4542276757967,,go,9
go,,538.6731904452994,,go,9
go,,743.497897732803,,go,9
stop,480.0,488.2060885579498,517.3996152452075,stop-respond,9
go,,579.3702467473315,,go,9
go,,658.5767898562482,,go,9
go,,348.308770680026,,go,9
go,,648.6145480672676,,go,9
stop,80.0,,357.8250299948718,successful inhibition,9
go,,577.5936705954103,,go,9
go,,499.3484783422103,,go,9
go,,745.4601358483662,,go,9
go,,478.2717180578484,,go,9
stop,80.0,,488.06696137545794,successful inhibition,9
go,,677.1304656008573,,go,9
go,,381.82114340540596,,go,9
go,,553.0818467687484,,go,9
go,,635.0033987979224,,go,9
stop,320.0,,355.7093707662994,successful inhibition,9
go,,552.6582177100615,,go,9
go,,655.0618773992023,,go,9
go,,596.9781748977414,,go,9
go,,700.9295519858425,,go,9
stop,80.0,,380.8810983643733,successful inhibition,9
go,,493.4556644948241,,go,9
go,,713.0129027020004,,go,9
go,,745.6781482890358,,go,9
go,,719.2953413375178,,go,9
stop,80.0,443.8862479755444,383.8958106012115,stop-respond,9
go,,530.6743879312326,,go,9
go,,510.3290121936298,,go,9
go,,472.57535746736653,,go,9
go,,615.8379417313631,,go,9
stop,160.0,468.25530680808123,165.85882314819486,stop-respond,9
go,,773.7269281277082,,go,9
go,,514.2586597037933,,go,9
go,,843.5038563162897,,go,9
go,,362.44398427192266,,go,9
stop,160.0,,309.90997933931965,successful inhibition,9
go,,764.1591569543098,,go,9
go,,657.5883595313302,,go,9
go,,415.90280430160544,,go,9
go,,582.964316429331,,go,9
stop,240.0,539.1571094169734,302.8289287901061,stop-respond,9
go,,616.0921633320406,,go,10
go,,600.6627155822097,,go,10
go,,593.6085424099512,,go,10
go,,690.4902552848454,,go,10
stop,80.0,651.453909115807,175.91320949347693,stop-respond,10
go,,551.4169966404438,,go,10
go,,629.9561240142982,,go,10
go,,524.9840691419139,,go,10
go,,708.0875817681477,,go,10
stop,240.0,598.0673529052807,228.8305228774424,stop-respond,10
go,,858.8402052399738,,go,10
go,,719.2652103992486,,go,10
go,,616.4011055669811,,go,10
go,,614.5744471863569,,go,10
stop,480.0,608.1311028273869,266.0448296898281,stop-respond,10
go,,610.8701823228437,,go,10
go,,557.5649296548183,,go,10
go,,634.2198433914783,,go,10
go,,649.2314427010091,,go,10
stop,320.0,480.1575267638359,298.9193356423229,stop-respond,10
go,,709.2907036769162,,go,10
go,,742.525940881507,,go,10
go,,556.1156330843539,,go,10
go,,671.4948079575694,,go,10
stop,320.0,,210.3478739625996,successful inhibition,10
go,,679.5629497448004,,go,10
go,,611.9822863485607,,go,10
go,,735.7402056096598,,go,10
go,,711.1759234781225,,go,10
stop,320.0,,202.9557926628354,successful inhibition,10
go,,609.8792264363989,,go,10
go,,695.863297309658,,go,10
go,,694.999230696771,,go,10
go,,680.4946132002211,,go,10
stop,240.0,759.6421074212653,267.40359946685544,stop-respond,10
go,,578.1761884870123,,go,10
go,,599.7626395459898,,go,10
go,,482.2367758638148,,go,10
go,,616.4606217329812,,go,10
stop,480.0,552.4229634032988,179.6480454139216,stop-respond,10
go,,585.7758341081882,,go,10
go,,641.4541684579367,,go,10
go,,713.5018209646365,,go,10
go,,600.926727431994,,go,10
stop,400.0,506.29054428943846,361.58510486483766,stop-respond,10
go,,794.3004258688876,,go,10
go,,623.7096026631242,,go,10
go,,659.9552430829127,,go,10
go,,659.6881348137537,,go,10
stop,80.0,675.0987547577637,329.4411576207236,stop-respond,10
go,,510.24442041480927,,go,11
go,,538.6987864361686,,go,11
go,,513.7419800736169,,go,11
go,,518.3203244484139,,go,11
stop,240.0,,112.21198511440673,successful inhibition,11
go,,423.35058622061933,,go,11
go,,503.87973151118695,,go,11
go,,527.55216427715,,go,11
go,,673.5910082233884,,go,11
stop,480.0,425.09492803287804,34.09823938823524,stop-respond,11
go,,672.4296046481061,,go,11
go,,516.942609715425,,go,11
go,,558.4206430400179,,go,11
go,,331.1066784418747,,go,11
stop,480.0,,169.19409837296413,successful inhibition,11
go,,550.2752598225829,,go,11
go,,505.02168801922164,,go,11
go,,509.32357134764504,,go,11
go,,756.9195569305386,,go,11
stop,400.0,,71.86748268504627,successful inhibition,11
go,,419.09083343937556,,go,11
go,,415.63330134584686,,go,11
go,,494.4530844874416,,go,11
go,,395.2676218467978,,go,11
stop,160.0,296.32286805068645,216.18805531921183,stop-respond,11
go,,292.91177589513813,,go,11
go,,459.3578432510474,,go,11
go,,579.7195809012944,,go,11
go,,513.9143297167294,,go,11
stop,400.0,396.96139369117117,101.31064321285396,stop-respond,11
go,,405.9455165481911,,go,11
go,,438.685311495287,,go,11
go,,361.86812470830625,,go,11
go,,465.2845072090102,,go,11
stop,320.0,,63.03496551079043,successful inhibition,11
go,,323.36921998783686,,go,11
go,,497.8670365843028,,go,11
go,,507.85887579656134,,go,11
go,,438.71712167958236,,go,11
stop,480.0,504.48028547865067,104.84536995540111,stop-respond,11
go,,546.234747325841,,go,11
go,,533.3469403176314,,go,11
go,,594.8954930552352,,go,11
go,,378.4097554201443,,go,11
stop,80.0,,218.55197373584775,successful inhibition,11
go,,331.3744557718632,,go,11
go,,432.6381200408406,,go,11
go,,333.9292655126208,,go,11
go,,357.3863033106385,,go,11
stop,400.0,493.3545579390483,214.44468117090875,stop-respond,11
go,,400.0980935834462,,go,12
go,,566.356765562727,,go,12
go,,440.76590821974423,,go,12
go,,475.722818655916,,go,12
stop,400.0,385.6624270019627,250.0724959165943,stop-respond,12
go,,410.5853715126258,,go,12
go,,129.55946581314078,,go,12
go,,575.6406967488549,,go,12
go,,496.0622791199348,,go,12
stop,240.0,,195.7261768426985,successful inhibition,12
go,,667.6937490432406,,go,12
go,,617.942518658612,,go,12
go,,280.33881999233995,,go,12
go,,697.1558968964944,,go,12
stop,320.0,,182.6611772318133,successful inhibition,12
go,,500.9182514172668,,go,12
go,,364.2711137276673,,go,12
go,,506.52010777066295,,go,12
go,,629.515949168027,,go,12
stop,400.0,519.7262256747044,222.78627572535356,stop-respond,12
go,,395.2427134971638,,go,12
go,,318.10105272552676,,go,12
go,,385.508325771677,,go,12
go,,484.53189062531885,,go,12
stop,320.0,525.2131589676449,242.34049636287108,stop-respond,12
go,,526.2659234713707,,go,12
go,,543.7106779175065,,go,12
go,,413.1022954159233,,go,12
go,,560.7643445068499,,go,12
stop,400.0,635.470558351373,245.38150464625437,stop-respond,12
go,,537.0522406216243,,go,12
go,,424.45337669792343,,go,12
go,,474.71036878556146,,go,12
go,,541.1050144009686,,go,12
stop,80.0,,175.15283837378152,successful inhibition,12
go,,210.45242247648653,,go,12
go,,364.6136220768471,,go,12
go,,606.0562805758171,,go,12
go,,607.7861691404726,,go,12
stop,240.0,327.25133947846916,226.8832574573724,stop-respond,12
go,,238.13650609069012,,go,12
go,,567.0488514615615,,go,12
go,,314.57065803273906,,go,12
go,,389.7721175092266,,go,12
stop,160.0,618.6858199257359,158.53558482630137,stop-respond,12
go,,333.06801462683296,,go,12
go,,321.2652431908591,,go,12
go,,332.1316468384997,,go,12
go,,187.22693077472502,,go,12
stop,480.0,491.5487916124575,371.196748542084,stop-respond,12
go,,592.9949304727646,,go,13
go,,539.7724392099291,,go,13
go,,632.6058600688741,,go,13
go,,445.95563727448007,,go,13
stop,240.0,481.8245119349409,443.0569794845192,stop-respond,13
go,,500.4985891087472,,go,13
go,,469.272835327487,,go,13
go,,638.2094652178987,,go,13
go,,545.13640688478,,go,13
stop,240.0,461.22610421503805,502.98203965706045,stop-respond,13
go,,395.54390761184175,,go,13
go,,455.5402374028416,,go,13
go,,573.7975680416512,,go,13
go,,561.4915016887277,,go,13
stop,320.0,549.3710791336272,428.07556263365575,stop-respond,13
go,,575.3533639258571,,go,13
go,,495.1900745998506,,go,13
go,,408.4346639470972,,go,13
go,,573.5686898048654,,go,13
stop,160.0,453.2378702358171,451.3569840344254,stop-respond,13
go,,466.103116318887,,go,13
go,,509.94931085444733,,go,13
go,,592.0163799776656,,go,13
go,,596.7843944810927,,go,13
stop,80.0,577.5158176422088,379.50752828509616,stop-respond,13
go,,577.3680938280665,,go,13
go,,475.7287424019997,,go,13
go,,632.4923028503441,,go,13
go,,590.5779594194992,,go,13
stop,320.0,609.2420810517943,476.9369141078637,stop-respond,13
go,,527.3468308247195,,go,13
go,,475.5006451044382,,go,13
go,,519.6953390579415,,go,13
go,,444.39557003885284,,go,13
stop,80.0,400.10067189411905,322.75489729638406,stop-respond,13
go,,577.559597239071,,go,13
go,,538.5710964875277,,go,13
go,,574.9246436969579,,go,13
go,,569.9491692846767,,go,13
stop,80.0,465.5764285170723,293.7315568894203,stop-respond,13
go,,586.0740653437247,,go,13
go,,600.3959139519079,,go,13
go,,516.0309075377841,,go,13
go,,616.8854609186852,,go,13
stop,160.0,437.27470936245504,461.1222177992262,stop-respond,13
go,,569.6013596499438,,go,13
go,,512.8059657464877,,go,13
go,,503.3003991157626,,go,13
go,,606.5100861639409,,go,13
stop,80.0,,327.52324789711474,successful inhibition,13
go,,509.5621342071155,,go,14
go,,651.5068926615537,,go,14
go,,598.3357153196139,,go,14
go,,437.5489548209264,,go,14
stop,320.0,,120.0828804876825,successful inhibition,14
go,,581.4219171457994,,go,14
go,,470.1772341333428,,go,14
go,,473.5893257371676,,go,14
go,,586.7606445361064,,go,14
stop,240.0,,155.9598097436056,successful inhibition,14
go,,456.00828793506474,,go,14
go,,603.1655055991434,,go,14
go,,564.2435213425046,,go,14
go,,505.31347908162985,,go,14
stop,480.0,548.8504040629022,238.9948276419474,stop-respond,14
go,,506.0548380270761,,go,14
go,,381.62391718699905,,go,14
go,,585.1368332754816,,go,14
go,,576.4508205827908,,go,14
stop,80.0,,156.39848533548724,successful inhibition,14
go,,478.8663582989922,,go,14
go,,439.843272689234,,go,14
go,,433.81364754746426,,go,14
go,,531.241421573319,,go,14
stop,480.0,564.9170263216771,144.15839109566033,stop-respond,14
go,,373.6003740794471,,go,14
go,,433.1372538909552,,go,14
go,,417.5664581431627,,go,14
go,,649.2303329621278,,go,14
stop,80.0,,233.7854241827975,successful inhibition,14
go,,480.12527233848454,,go,14
go,,476.2268085650898,,go,14
go,,497.7862436088218,,go,14
go,,578.8984621513989,,go,14
stop,480.0,469.74880503890546,137.11761944279405,stop-respond,14
go,,616.8316734510087,,go,14
go,,598.6737614402704,,go,14
go,,498.1009354855047,,go,14
go,,406.237100953561,,go,14
stop,80.0,,31.642323993714598,successful inhibition,14
go,,371.7382960454185,,go,14
go,,508.82281101775897,,go,14
go,,494.44884881296633,,go,14
go,,531.977808438787,,go,14
stop,240.0,,151.97356244243616,successful inhibition,14
go,,518.5310385529176,,go,14
go,,517.883859859713,,go,14
go,,501.2149923210039,,go,14
go,,575.8684044895962,,go,14
stop,160.0,,183.020913915094,successful inhibition,14
go,,456.7558176525699,,go,15
